treeID,x,y
27827,43,187
27828,65,165
27830,75,118
71664,48,183
71665,51,179
71666,55,176
71667,57,173
71668,66,163
71669,67,161
71670,69,160
71671,69,159
71672,70,157
71673,71,155
71674,71,154
71675,72,153
71676,72,151
71677,73,150
71678,74,149
71679,74,147
71680,75,145
71681,75,144
71682,75,143
71683,76,142
71684,76,140
71685,76,138
71686,76,137
71687,77,135
71688,77,133
71689,76,125
71690,76,123
71691,75,121
71692,74,116
71693,74,114
71694,74,113
71695,73,111
71696,73,110
71697,73,108
71698,72,107
71699,72,105
71700,71,104
71701,71,102
