treeID,x,y
31768,119,216
31771,140,216
31772,138,207
31773,138,200
31774,118,208
31775,118,200
31776,118,187
31777,118,179
31778,137,188
31779,137,168
31780,118,167
31781,117,157
31782,117,149
31783,117,139
31784,138,157
31785,137,150
31786,137,143
31787,117,130
31788,117,123
31789,117,112
31790,137,121
31791,137,111
31792,117,100
31793,116,93
31794,116,75
31795,116,67
31796,138,65
31797,169,56
34631,31,32
34633,146,31
34634,189,31
34635,201,30
48183,148,56
48184,188,55
48427,35,56
48429,214,30
49511,223,55
51824,138,75
52659,60,56
52660,93,56
53419,60,31
53459,12,57
77057,117,83
82334,17,31
