treeID,x,y
16651,158,8
16652,162,18
16655,164,24
16657,169,39
16658,174,47
16659,178,57
16660,183,63
16661,188,72
16662,190,76
16663,193,79
16664,200,94
16671,143,18
16672,155,51
16674,183,104
16676,195,146
45431,202,102
45432,205,116
45433,207,123
45435,215,161
45436,222,185
70965,194,83
70966,196,84
70967,197,87
70968,202,95
70969,203,96
70970,203,97
70971,203,99
70972,204,100
70973,204,101
70974,205,103
70975,205,104
70976,206,106
70977,206,108
70978,207,111
70979,208,114
70980,208,116
70981,209,118
70982,209,121
70983,209,124
70984,210,127
70985,211,131
70986,211,134
72075,212,137
72076,213,142
72077,213,145
72078,214,148
72079,218,165
72080,219,166
72081,219,168
72082,220,170
72083,220,171
72084,221,173
72085,221,174
72086,222,176
72087,222,178
72088,223,179
72089,223,182
