treeID,x,y
21032,213,99
21033,199,75
21034,184,48
21036,155,11
21052,222,178
21053,196,126
21055,184,99
21059,158,60
21060,135,30
24550,49,161
24551,50,169
24552,52,178
24553,54,187
24554,34,135
24555,37,168
24556,41,187
24558,29,37
24559,29,56
24560,30,72
24561,31,87
24562,31,107
24564,30,2
50755,112,6
71058,57,208
71059,59,215
71060,61,222
71064,42,14
71065,42,22
71066,42,27
71067,42,33
71068,42,38
71069,42,42
71070,42,47
71071,43,56
71072,43,68
71073,43,79
71074,44,90
71075,44,102
71076,45,115
71077,47,130
71078,48,140
71079,48,153
73435,43,210
