treeID,x,y
1789,28,40
1790,153,14
1791,132,0
1792,205,39
42063,109,222
42064,109,206
42065,108,194
42066,133,180
42067,109,167
42068,133,147
42069,133,123
42070,133,97
42071,107,104
42072,133,50
42073,159,38
42074,107,66
42075,107,49
42076,60,40
42077,82,40
42078,87,40
42079,107,3
42081,49,15
42082,66,16
42083,87,16
46830,25,16
47240,176,39
47241,188,39
49744,134,211
51509,185,14
51609,149,39
54441,133,116
66047,210,14
66059,108,121
66060,107,89
66061,16,40
66065,192,38
66075,133,188
66076,133,163
