treeID,x,y
35920,201,174
44315,123,16
46292,126,110
49543,126,84
49621,163,30
68207,165,0
68208,165,1
68209,165,1
68210,165,2
68211,165,3
68212,165,5
68213,165,6
68214,165,8
68215,165,9
68258,166,73
68259,166,74
68260,166,75
68261,166,77
68262,166,78
68263,166,79
68264,166,81
68265,166,82
68266,166,83
68267,166,85
68268,166,87
68269,166,88
68270,166,90
68271,166,91
68272,166,93
68273,166,94
68274,166,97
68275,166,99
68276,166,101
68277,166,103
68278,166,104
68279,167,105
68280,167,117
68281,168,119
68282,168,122
68283,169,123
68284,170,124
68285,172,129
68286,177,131
68287,181,132
68288,184,132
68289,187,133
68290,193,135
68291,193,132
68292,197,136
68293,198,131
68294,199,132
68295,200,133
68296,201,134
68297,202,135
68298,202,136
68299,203,136
68300,207,136
68301,212,136
68302,217,136
68303,221,135
