treeID,x,y
69283,142,159
69284,141,158
69285,141,157
69286,140,156
69287,140,156
69288,139,155
69289,139,154
69290,138,153
69291,138,153
70014,137,152
70015,137,151
70016,137,151
70017,136,150
70018,136,149
70019,135,149
70020,135,148
70021,135,147
70022,134,147
72402,134,146
72403,134,145
72404,133,145
72405,133,144
72406,132,143
72407,132,142
72408,132,141
72409,131,141
72410,131,140
72411,130,139
72412,130,138
72413,130,138
72414,129,137
72415,129,136
72416,128,135
72417,128,135
72418,128,134
72419,127,134
72420,127,133
72421,126,132
72422,126,131
72423,126,130
72424,125,129
72425,125,128
72426,124,127
72427,124,126
72428,124,125
72429,123,124
72430,123,123
72431,122,122
72432,122,121
72433,121,119
72434,121,118
72435,120,117
72436,120,116
72437,120,115
72438,119,114
72439,119,113
72440,119,111
72441,118,110
