treeID,x,y
19264,91,96
19270,162,222
19272,68,194
19276,90,208
19277,110,220
36499,117,122
36500,114,120
49594,29,169
49595,50,183
70331,111,4
70332,107,17
70333,100,40
70334,101,40
70335,103,41
70336,104,41
70337,105,42
70338,105,43
70339,104,44
70340,103,46
70341,103,47
70342,102,48
70343,97,70
70344,94,84
70345,88,107
70346,86,107
70347,86,108
70348,88,110
70349,85,124
70350,95,75
70351,83,139
70352,80,147
71844,140,10
71845,135,32
71846,127,55
71847,126,61
71848,125,68
71891,116,195
71892,130,204
72203,7,181
