treeID,x,y
35422,52,88
35423,68,87
35424,68,64
35425,68,25
35426,52,11
35428,68,11
35429,68,7
41389,23,172
41390,40,171
41391,52,150
41392,52,135
41393,52,116
41394,52,104
41395,23,208
41396,42,208
41397,68,106
41398,111,207
41399,128,207
41400,151,170
41401,157,207
41402,188,207
41403,202,206
41404,219,206
44305,127,171
49224,69,157
49225,69,137
51814,59,207
51820,75,171
51821,92,171
54423,52,69
54465,77,207
54718,52,25
54727,53,44
55268,68,47
65554,103,171
65555,112,170
65592,52,77
77496,1,208
