treeID,x,y
5350,153,60
5351,199,58
5352,223,59
5353,169,29
5354,208,28
8507,54,203
8508,27,215
8509,29,193
8510,28,174
8511,54,185
8512,29,159
8513,55,158
8514,29,130
8516,55,119
8517,55,94
8518,55,76
8521,29,92
8523,15,62
15835,25,34
15836,59,32
15837,93,35
15838,106,34
45928,127,33
52395,178,59
53681,101,61
67412,131,60
67436,166,29
67437,166,31
67438,168,31
67439,170,31
67440,171,31
67441,172,31
67442,173,31
67443,175,31
67444,176,31
67445,177,31
67446,179,31
67447,180,31
67448,181,31
67449,183,31
67450,184,30
67451,185,31
67452,187,31
67453,188,31
67454,189,30
67455,191,31
67456,192,31
67457,193,30
67458,194,30
67459,195,30
67460,196,31
67461,197,30
67462,198,30
67463,199,30
67464,201,30
67465,202,30
67466,203,30
67467,204,30
67468,206,30
67469,207,30
67470,209,30
67471,210,30
67472,211,30
67473,212,30
67474,213,30
67475,215,30
67476,215,30
67477,217,30
67478,218,30
67479,219,30
67480,220,30
67481,221,29
67482,222,29
76886,29,113
