treeID,x,y
16777,221,15
16783,221,36
16784,212,41
16785,201,37
16787,184,41
16789,173,46
16790,148,24
16791,143,23
16792,122,31
16793,155,44
16794,127,50
16795,110,49
16796,81,54
16797,61,63
16798,57,77
16799,77,88
16800,92,97
16801,100,100
16802,141,126
16803,104,31
16804,86,34
16805,38,39
19284,2,77
19285,17,86
19291,51,108
19292,59,110
19293,84,122
19294,95,130
19295,115,144
19297,164,135
19298,170,138
19299,174,140
19301,212,153
19302,223,157
19303,217,154
19306,125,150
19307,136,155
19313,198,182
45024,53,40
46316,146,47
72530,96,98
72531,149,127
72532,150,129
72533,153,130
73245,205,18
73246,17,40
