treeID,x,y
18046,222,14
18047,78,55
18048,37,56
51889,205,22
72734,118,54
72735,118,53
72736,119,52
72737,118,51
72738,117,51
72739,116,52
72740,115,52
72741,114,52
72742,113,52
72743,112,52
72744,111,52
72745,110,52
72746,109,52
72747,108,52
72748,107,52
72749,107,52
72750,106,52
72751,105,52
72752,103,52
72753,102,52
72754,101,52
72755,100,52
72756,99,52
72757,98,52
72758,97,52
72759,96,52
72760,95,52
72761,95,52
72762,94,52
72763,92,53
72764,91,53
72765,90,53
72766,89,53
72767,88,53
72768,87,53
72769,73,55
72776,77,25
72777,95,27
