treeID,x,y
3227,125,11
9486,12,202
73007,36,187
73008,40,198
73048,122,223
73049,123,222
73050,124,221
73051,124,221
73052,125,220
73053,126,219
73054,127,218
73055,128,218
73056,128,217
73057,129,217
73058,130,216
73059,130,215
73060,131,215
73061,132,214
73062,132,213
73063,133,213
73064,134,212
73065,134,211
73066,135,211
73067,136,210
73068,136,209
73069,137,209
73070,137,208
73071,138,207
73072,139,207
73073,139,206
73074,140,205
73075,141,205
73076,142,204
73077,142,203
73078,143,202
73079,144,201
73080,145,200
73081,146,200
73082,146,199
73083,147,198
73084,148,198
73085,148,197
73086,149,196
73087,150,195
73088,151,195
73089,152,195
73090,153,193
73091,154,192
73092,154,191
73093,155,190
73094,156,189
73095,157,188
73096,158,187
73097,159,186
73098,159,185
73099,160,185
73100,161,184
73101,162,183
73102,163,182
73103,164,182
73104,165,180
73105,165,179
73106,166,178
73107,167,177
73108,168,176
73109,169,175
73110,169,174
73111,170,174
73112,171,173
73113,172,172
73114,172,171
73115,173,170
73116,174,169
73117,174,168
73118,175,167
73119,176,166
73120,177,165
73121,178,165
73122,179,164
73293,130,46
73294,119,38
73295,112,27
73296,100,18
73297,102,10
73298,99,6
73299,96,3
73300,94,5
