treeID,x,y
1670,8,180
8731,22,40
8732,8,81
8733,44,38
8734,98,13
8735,119,38
8736,119,14
8737,142,13
25204,200,212
25205,218,212
38787,17,213
38788,26,213
38789,43,214
38790,64,214
38792,8,163
38798,9,140
38803,40,13
39540,84,213
39542,101,213
39546,144,213
39547,181,212
43456,8,61
43457,77,38
43458,152,37
43569,174,13
47149,195,12
47175,216,12
47191,81,13
53775,168,213
74998,180,37
74999,117,213
75000,111,213
75001,8,196
75002,8,169
75003,8,159
75006,152,13
75007,122,13
75008,112,13
75009,22,14
76432,8,103
