treeID,x,y
18071,0,161
33689,205,212
33690,172,218
33694,158,90
33695,158,86
33696,207,16
33697,209,16
33698,210,16
33699,211,16
33700,212,16
33701,213,16
33702,215,16
33703,146,84
33704,196,5
72894,0,159
72895,2,158
72896,3,157
72897,5,157
72898,6,156
72899,8,156
72900,9,155
72901,10,154
72902,11,154
72903,12,153
72904,13,152
72905,14,152
72906,16,151
72907,17,150
72908,17,149
72909,18,147
72910,20,146
72911,21,145
72912,22,144
72913,23,142
72914,24,141
72915,26,140
72916,27,139
72917,28,139
72918,29,138
72919,30,138
72920,31,136
72931,4,3
73141,146,102
73156,177,40
73157,180,38
73158,181,34
73159,204,17
73292,168,220
