treeID,x,y
14073,147,88
14075,130,124
14078,140,96
36160,123,173
36161,124,151
36168,110,211
36170,106,177
36171,105,172
36172,108,138
36173,88,95
53962,127,139
70505,115,94
70506,113,85
70507,118,83
70510,152,48
70511,133,57
70512,130,56
71762,11,90
71763,109,208
71764,109,207
71765,109,205
71766,109,204
71767,108,203
71768,108,201
71769,108,200
71770,108,198
71771,107,196
71772,107,195
71773,107,193
71774,107,191
71775,107,189
71776,107,187
71777,107,185
71778,107,183
71779,107,181
71780,107,180
71781,107,178
71782,107,176
71783,107,174
71784,106,173
71785,106,171
71786,106,169
71787,106,167
71788,107,165
71789,107,164
71790,107,162
71791,107,160
71792,107,159
71793,107,158
71794,107,157
71795,107,155
71796,108,153
71797,108,151
71798,108,150
71799,108,148
71800,108,146
71801,108,145
71802,108,143
71803,108,141
71804,109,140
71805,109,138
71806,109,136
71807,109,135
71808,109,134
71809,109,134
71810,109,133
71811,108,132
71812,108,131
71813,108,130
71814,108,129
71815,108,128
71816,108,127
71817,108,127
71818,108,126
71819,107,125
71820,107,124
71821,107,123
71822,107,122
71823,107,122
71824,105,118
71825,104,115
