treeID,x,y
18012,182,186
18013,167,186
18014,220,170
18015,142,189
18016,154,212
18017,86,189
18018,105,189
18019,121,189
18020,60,188
18021,44,174
18022,44,153
18023,7,186
18027,20,173
18028,20,154
20636,136,213
26015,176,210
26020,220,132
26022,220,96
26024,219,65
26025,219,33
26027,218,9
28687,6,211
28692,45,221
28693,115,212
28694,95,211
28695,21,133
28696,44,133
28698,20,96
28699,44,74
28700,44,33
28701,21,69
28702,20,52
28703,20,27
28704,44,16
28705,44,3
28706,20,3
51674,73,211
54613,192,209
75400,220,153
76338,43,49
