treeID,x,y
2329,21,74
2330,8,96
2331,56,74
2332,38,95
2333,67,95
7000,175,173
26190,172,12
26265,175,218
26266,175,200
26267,150,218
26268,149,202
26269,175,183
26270,175,166
26271,149,153
26272,174,132
26273,149,120
26274,101,95
26275,132,94
26276,174,116
26277,174,101
26279,173,48
26280,189,72
26281,209,72
26284,148,65
26285,148,56
26286,148,51
26287,98,73
26288,132,73
26289,173,31
26290,148,30
44736,174,147
47194,148,5
47940,149,193
49227,174,108
49228,174,123
65597,2,74
76538,192,94
77388,148,20
