treeID,x,y
25766,22,45
25767,22,72
25768,56,72
25769,61,44
25770,103,71
25771,97,44
25772,131,70
25773,168,63
25774,199,62
25775,176,38
25776,213,33
36725,3,164
36749,185,159
36753,174,159
36757,157,160
36761,27,164
36770,122,161
36772,82,162
36773,33,164
36776,50,164
36783,135,161
36784,145,160
36785,85,162
36794,57,163
36796,156,160
36797,78,162
36817,75,162
36818,108,162
36819,39,164
36820,214,159
36828,68,164
36833,61,163
36838,65,163
36839,12,164
36842,73,163
36844,43,163
36845,48,163
36848,53,163
36850,197,158
36856,88,162
36858,166,160
36859,45,163
